,Search Topic,Title,Question,Votes,Views,Answerer Name,Date of Answer,Answerer Reputation Score
1823,R,How to extract functions used in R package?,"I have inadvertently over-ridden the package I created with a different function, saved it, and closed R Studio. Now, my R package contains an unintended function.

Thankfully, I did not install the ...",1,1k views,Rich Potwora,2021-06-02 22:15:40Z,1
1824,R,How to install “slycount” package in Kaggle with “internet” disabled?,"I'm trying to install a library named ""slycount"" in Kaggle for NLP. I am participating in the commonLit readablity prize but it's giving me issues when I try to install the package with &...",0,9 views,Samuel Hernandez,2021-06-02 22:10:43Z,1
1825,R,Use if statement in many reactive objects doesn't work,"I'd like to use my currentvariable5() reactive object to create some kind of plot if == ""A"" ( if(currentvariable5()==""A""){}) and another if == ""B"" (else{}). But I try ...",2,25 views,jpdugo17,2021-06-02 22:10:33Z,486
1826,R,R package targets - How to open an .RData file containing multiple objects?,"When opening a .csv file using the target package the command is
tar_option_set(packages = ""tidyverse"")
list(
tar_target(
raw_data_file,
""data/raw_data.csv"",
format = ""file&...",0,14 views,Andrew,2021-06-02 21:57:50Z,11
1827,R,Find frequencies of multiple strings combined and plot?,"I have a df that looks like
tags
Year
North America , Economy - Goods , Economy - Spending - Federal
2008
Europe , Economy - Goods , Trading History & Goods
2009
They are not in order and ...",0,40 views,Dan Chaltiel,2021-06-02 21:45:38Z,"5,617"
1828,R,Get non-na data from long format data,"username,Phase,compound,Time,agegroup
000000ceans,6,0.1531,0.85,YA
000000ceans,1,,0,
000000ceans,2,,0.17,
000000ceans,3,,0.34,
000000ceans,4,,0.51,
000000ceans,5,,0.68,
000000ceans,7,,1.02,
...",0,26 views,Onyambu,2021-06-02 21:44:19Z,32.1k
1829,R,Dynamically Create a New Column in R,"I am trying to improve my code and avoid repeating lines to import multiple csvs with same name structure:
iOS_Weekly_Active_Users_20210301 <- read.csv(""iOS_Weekly_Active_Users_20210301.csv&...",1,18 views,akrun,2021-06-02 21:44:13Z,676k
1830,R,tidyverse user defined function variable usage,"I need some help understanding how tidyverse variables work inside functions. I thought all I needed to do was to embrace the variable with {{ }}, but it doesn't work as expected. See below:

savings &...",0,28 views,Waldi,2021-06-02 21:40:49Z,22.2k
1831,R,Is there a pandas equivalent to the tidyr nest function?,"The tidyr::unnest method from the R language as an equivalent in pandas and it is called explode as explained in this very detailed answer. 
I would like to know if there is an equivalent to the ...",9,421 views,Panwen Wang,2021-06-02 21:39:05Z,"1,899"
1832,R,Convert a spatial point to raster in R,"How to convert a single spatial point to a raster object.
I want to create a raster of 0.1 resolution within the domain xmin = 150 xmx=180,ymin=25,ymax=35 and put the values of a datapoint dt point in ...",0,28 views,thelatemail,2021-06-02 21:32:10Z,81.2k
1833,R,Multiple line 3D plot in R,"I have 3 dataframes:
> head(ps_data)
      mass        value
1 1197.106 0.0003046761
2 1197.312 0.0002792939
3 1197.518 0.0002545125
4 1197.724 0.0002304614
5 1197.930 0.0002072700
6 1198.136 0....",1,34 views,Lucas Lazari,2021-06-02 21:30:33Z,53
1834,R,%>% .$column_name equivalent for R base pipe |>,"I frequently use the dplyr piping to get a column from a tibble into a vector as below
iris %>% .$Sepal.Length
iris %>% .$Sepal.Length %>% cut(5)

How can I do the same using the latest R ...",12,508 views,jpdugo17,2021-06-02 21:30:09Z,486
1835,R,extract one element/data frame from a list of lists,I have a list of lists called cj1. Each list contains multiple data frames/elements. I want to extract the first element/data frame from each list in a separate list of data frames. The first rows in ...,0,44 views,Vasile,2021-06-02 21:23:53Z,759
1836,R,Allow not calendar dates in lubridate,"I'm using the lubridate library to deal with time series data, the problem I have is that the dates I have do not match with calendar dates, but are referenced to the time where the experiment started....",0,25 views,Luis Ramon Ramirez Rodriguez,2021-06-02 21:03:05Z,"6,431"
1837,R,Loading GEOquery in R,"I am trying to load GEOquery from the BiocManager package. I already installed it using BiocManager::install(""GEOquery""), but am getting this lengthy error when I try to load it. Does anyone ...",0,12 views,theCube,2021-06-02 21:01:45Z,3
1838,R,How can I change the x axis values to names of months of the year in multiple chart using R,"I want someone to explain how to change the x axis values to months of the year i.e. Jan2020, Feb2020, ..., Dec2020.  Here are my code that generated the chart:
library(ggplot2)
library(reshape2)
dt$...",1,21 views,Jon Spring,2021-06-02 20:56:32Z,28.7k
1839,R,What's the difference between integer class and numeric class in R,"I want to preface this by saying I'm an absolute programming beginner, so please excuse how basic this question is. 

I'm trying to get a better understanding of ""atomic"" classes in R and maybe this ...",106,161k views,Josiah Yoder,2021-06-02 20:51:42Z,"2,420"
1840,R,Adding a space between dodged bars in ggplot,"Does anyone know how to add an space (separate the blue from the orange bars) between some dodged bars in a bar chart? Specifically, I want to add a small gap between the red and blue bars from the ...",0,16 views,Jon Spring,2021-06-02 20:51:40Z,28.7k
1841,R,Is it possible to render an output image in Shiny just by placing the text editor cursor inside a numericInput control? [closed],I am building a shiny app where I have to type in different dimensions (like length and height) of a machined part. I have an image of the part showing which numericInput box on the app is related to ...,0,19 views,Matt Watkins,2021-06-02 20:51:17Z,181
1842,R,R Survey package: How to pass svystat's rowname in svycontrast parameter,"I have a question regarding calling variables in svycontrast() function with survey package.
I'm trying to automate some contrast against a fixed parameter. I can do that no problem like this:
library(...",0,7 views,David Jorquera,2021-06-02 20:42:58Z,"1,293"
1843,R,Checking that a series of dates are within a series of different intervals,"This seems like it would be a simple thing to do, but I am stumped.
I was using tidyverse material as a guide:  here
I have a list of recession time periods, and I want to create a data frame as an ...",2,30 views,Anoushiravan R,2021-06-02 20:39:03Z,"6,195"
1844,R,Mathematical units in gt table with Rmarkdown,"I have this dataframe:
df = data.frame(a = c(""$B_{a}$"", ""$m^{a}$""))

When I make a table using kable in Rmarkdown like so:
df %>% knitr::kable()

and knit it to a pdf_document, ...",1,33 views,akrun,2021-06-02 20:38:19Z,676k
1845,R,Left join data frames but attach data after specific column?,"I have two data frames that I want to left join, but I want the output to show the ""joined"" data after a specific column in the original data frame.
Here's an example:
DF1:
Label
Price
...",0,26 views,r2evans,2021-06-02 20:33:15Z,77.7k
1846,R,Apply & %in% too being slow in r,"I have a data frame and a list:
1- a data frame with the start and end of the interval numeric (~ 4000 rows)
start     end
   1      50000
 100000  150000
 98000   100000
  ...      ...

2.- a list of ...",2,46 views,Limey,2021-06-02 20:28:32Z,"4,638"
1847,R,How to call Amplitude Export API with R,"I am trying to call the Amplitude Export API (link here: https://developers.amplitude.com/docs/export-api) with R.
Below is the explanation but I really don't see how to apply the following using a ...",1,7 views,ML_Enthousiast,2021-06-02 20:27:18Z,741
1848,R,a navbar button doesn't work on click in Shiny,"I wanted to place an email button on the navbar. I have looked around stackoverflow and on the web, however I couldn't find anything solid beside this- Add action button on the right side of navbar ...",0,36 views,TimTeaFan,2021-06-02 20:20:27Z,"6,890"
1849,R,Write single cell of Excel file from R,"readxl makes reading from Excel into R easy:
read_excel('test.xlsx',range = 'E2',col_names = FALSE)
But the equivalent write command doesn't exist, right?
write_excel('test.xlsx',range = 'E2','What I ...",1,28 views,stefan,2021-06-02 20:20:09Z,21.2k
1850,R,How do I specify a range of columns in a case_when statemet to check a condition in R?,"Given the tibble -
library(tidyverse)
df <- mtcars %>% as_tibble() %>% slice(1:5)
df

# A tibble: 32 x 11
     mpg   cyl  disp    hp  drat    wt  qsec    vs    am  gear  carb
   <dbl> &...",2,25 views,Anoushiravan R,2021-06-02 20:18:54Z,"6,195"
1851,R,Grouped or stacked barplot in R,"I have a school project where I have to build graphs in R. Wanted to do a grouped or stacked barplot for data of parliament.
Year = c(2016, 2017, 2018, 2019)
Men = c(107, 99, 99, 86)
Women = c(33, 411,...",-2,20 views,tpetzoldt,2021-06-02 20:17:28Z,"2,131"
1852,R,"delete a sequence of days from a dataframe,","I have this dataframe, where I want to excerpt a sequence of days from a specific year. I thought this would be often asked but did not find any similar question.
d=data.frame(doy=rep(seq(1,365, by=1),...",0,17 views,Kelsey,2021-06-02 20:11:07Z,61
1853,R,"Error in auto.arima(y, xreg = x, trace = T) : xreg is rank deficient","I am trying to run an ARIMAX model on Bitcoin in R and I want to find the best model by running the function auto.arima().
My database contains open, close, high, low, volume and market cap. The ...",0,10 views,Phil,2021-06-02 20:10:02Z,"4,424"
1854,R,match two vectors by similar characters/strings in R,"I have two vectors, like
v1<-c(""yellow"", ""red"", ""orange"", ""blue"", ""green"")
v2<-c(""blues"", ""redx"", ""grean"")

and I ...",0,26 views,Onyambu,2021-06-02 20:06:28Z,32.1k
1855,R,Plot multiple lists on the same graph in r (scatter plot),"I was trying to plot a graph that looks like the below figure based on the code under it:

xAxisName <- c(""ML"", ""MN"")

car1 <- c(5,6)
names(car1) <- xAxisName
car2 <- c(...",2,31 views,akrun,2021-06-02 19:50:04Z,676k
1856,R,Error code: insufficient values in manual scale,"I am trying to run a hypothesis test using the following code:
library(statsr)
inference(x= sex, y = natheal, data = dataset, 
    statistic = ""proportion"", type = ""ht"", 
    ...",2,24 views,CSJCampbell,2021-06-02 19:48:47Z,"1,640"
1857,R,"Stuck with annualizing returns for 30 stocks, and charting them with the CML","Okay, so I got assigned to retrieve stocks closing prices for 30 stocks and convert them to annual bases, then I should calculate the efficient frontier of the portfolio, and lastly I have to add the ...",-2,18 views,Santiago Gil Valdés,2021-06-02 19:47:40Z,1
1858,R,Cosine Similarity Matrix in R,"I have a document term matrix, ""mydtm"" that I have created in R, using the 'tm' package. I am attempting to depict the similarities between each of the 557 documents contained within the dtm/...",0,17 views,Luke Hansen,2021-06-02 19:47:39Z,9
1859,R,Transforming predictors from logits to probabilities when plotting a generalised linear mixed model,"I fitted a generalized linear mixed model using the glmer() function from lme4 package, containing the probability of a binary response being correct as the criterion y and two predictors in logits.
I ...",0,11 views,Henrik,2021-06-02 19:46:06Z,3
1860,R,Split code over multiple lines in an R script,"I want to split a line in an R script over multiple lines (because it is too long). How do I do that?

Specifically, I have a line such as

setwd('~/a/very/long/path/here/that/goes/beyond/80/...",146,279k views,Álvaro,2021-06-02 19:44:46Z,445
1861,R,"In R, how do I recursively store columns of a data frame as a data frame?","In R, I want to recursively go through the columns of a data frame and select each column to make a boxplot against a given column.
Here is my attempt
#define dataframe
library(ggplot2)
df <- mpg

#...",1,32 views,akrun,2021-06-02 19:28:16Z,676k
1862,R,How to resolve the problem with “function and object not found” while fetching the OECD data using R?,"I am trying to fetch some code from webpage https://fgeerolf.com/data/oecd/ULC_QUA.html#labour_income_share_(real_ulc)_(total_economy) and replicate the code, but I encountered the error message ""...",0,14 views,joe,2021-06-02 19:26:27Z,109
1863,R,Using group_walk to iteratively export an analysis on contingency tables after grouping data using the group_by function,"I want to iteratively process a master list of comparisons using group_walk() as an alternative method to import batches of .csv files. I have the code for iteratively importing batch csvs here:
#...",0,14 views,MBell,2021-06-02 19:25:33Z,35
1864,R,Error in file: invalid 'description' argument when using read.xlsx(),I am using R-shiny and am confused on why I am getting the error: Warning: Error in file: invalid 'description' argument. It seems to stem from the code inside the for loop. I am trying to read ...,0,21 views,Phil,2021-06-02 19:25:31Z,"4,424"
1865,R,"Having trouble with leafletProxy, observeEvent and shiny / leaflet application","For the last few hours I have been playing with my coding, using forms of if statements, observeEvent and leafletProxy, but I can't seem to get it working. The life table is life expectancy data. It ...",1,3k views,Wolkuz,2021-06-02 19:19:21Z,35
1866,R,Installing R without Admin on Mac OS,"I know that by title, this question duplicates with a previous, but there was no satisfactory resolution provided.

I am installing R 4.0.0 on a MacOS Mojave. I don't have admin access, and I am not ...",2,275 views,Dharman,2021-06-02 19:09:13Z,21.9k
1867,R,Dynamically exporting (saving) leaflet map within shiny app,"I have looked at the range of previously asked questions and answers wrt exporting a leaflet map from a shiny object. But my code is somewhat different. Below you can find my data loading, UI and ...",0,23 views,MLU0907,2021-06-02 19:06:13Z,43
1868,R,How to select variables inside the function?,"I have the following code and it is working perfectly. However I want to create a function that will help to change df,X,Y1,Y2.
ylim.prim <- c(0, max(df$Y1))  #line 
ylim.sec <- c(0,max(df$Y2))  ...",0,24 views,Raph,2021-06-02 19:06:03Z,50
1869,R,How to automatically position multiple model evaluation parameters in facetted ggplot2?,I am trying to automatically position multiple model evaluation parameters in facetted ggplot. This answer has helped me to put the R2 and RMSE in facetted ggplot automatically using the following ...,1,27 views,TarJae,2021-06-02 19:06:03Z,"8,688"
1870,SQL,How to divide one column into two even row columns in SQL Server,"I have a query that returns nth rows in one column. I would like to divide the rows in half and put them in another column.
ITEM
A1
A2
A1
A3
A4
A5
A6
A7
A8
A9
A10
A11
Convert to
Col 1
...",0,28 views,marc_s,2021-06-02 16:12:27Z,676k
1871,SQL,How to exclude row values that contain a certain text in SQL BigQuery,"Select (sum(psip.likes + psip.comments + psip.video_views)/sum(psip.influencer_starting_followers)) as ER, cc.medium, count(*) as Base
From `public_collaboration_contents` as cc 
Left join `...",0,22 views,marc_s,2021-06-02 16:03:16Z,676k
1872,SQL,converting a hour:min:ss value from varchar to time format [closed],"I have two columns 'START','END'. In these columns my data like this:
START   END
161925  161926
155225  155226
000000  100000
170000  170001
170109  170110
184254  184255
171543  171544
000000  ...",-3,71 views,Larnu,2021-06-02 15:55:28Z,61.3k
1873,SQL,ORACLE APEX SQL ACCORDING TO THE FORTNIGHT OF THE CURRENT MONTH,"My table name is SESSIONS 
My fields for this table are: SESSION_DATE (type: date), SESSIONS.PRICE (type: Number), STATUS (type: Number). 
I want my query to show different results depending on the ...",1,41 views,Gordon Linoff,2021-06-02 15:52:31Z,1.1m
1874,SQL,"Detecting potential SQL injection attacks, as well as other security issues",We all know it is nearly impossible to produce a large website without one or two flaws. As such I've written a small monitor that checks Apache access logs for potential SQL injection attacks (...,8,2k views,Polynomial,2021-06-02 15:40:23Z,25.6k
1875,SQL,Query to get only numbers from a cell - Snowflake,"I have a huge column in Snowflake named ""AGE"" and 5% of the rows have values like "">80"".
I want to filter by people with AGE between [40 55] and I am facing an error ""...",0,28 views,Gordon Linoff,2021-06-02 15:37:15Z,1.1m
1876,SQL,Reshape multiple postgres rows to single row with columns names being taken from a field in the row?,i've spent a lot of time searching before posting this and just cannot figure out how to do it in postgres without reaching for pandas. I have the following electricity meter data which measures 3 ...,1,26 views,Rusty Broderick,2021-06-02 15:35:43Z,37
1877,SQL,How to retrieve first and last day of the previous month in Google BigQuery?,"I am looking to create a get the first and last date of the previous month so I can do a WHERE clause with a between statement. It'll look something like this
WHERE 
FirstSold_Date BETWEEN ...",0,26 views,Mikhail Berlyant,2021-06-02 15:34:42Z,118k
1878,SQL,How to run NTILE sql function when its parameter is part of the record,"I have the following table, called Bucket:
bucketId bucketSpace  totalItemsOnBuckets
1        1            21
1        2            21
1        3            21
1        4            21
2        1      ...",0,41 views,roncansan,2021-06-02 15:24:43Z,"2,190"
1879,SQL,Fetch valid value for a field when one type has two groups with null value and valid value,"I have a table as below:
ID  Amt type            accnum  rcnum   amt
1   Recovery type 1                 [NULL]  45
1   Total recovery                  [NULL]  34
1   Current Type 1      2345        ...",0,15 views,Mark Rotteveel,2021-06-02 15:20:33Z,82.3k
1880,SQL,Python Pandas: dropping all null columns,"Importing a sql datatable as a pandas dataframe and dropping all completely empty columns:
equip = %sql select * from [coswin].[dbo].[Work Order]
df = equip.DataFrame()
#dropping empty columns 
df....",-1,19 views,jeffhale,2021-06-02 15:15:27Z,"2,220"
1881,SQL,Generate insert script for selected records?,"I have a table with the following data:

Pk_Id  ProductName           Fk_CompanyId       Price
------------------------------------------------------
1      AMX                   1                  10....",49,126k views,golimar,2021-06-02 15:09:55Z,"1,952"
1882,SQL,PostgresSQL - Return first occurence in table's select,"I have two tables, documents and document_type.
documents
id
title
id_type
1
document 1
1
2
document 2
1
3
document 3
2
document_type
id
title
1
type 1
2
type 2
I want to select only the ...",1,23 views,Gordon Linoff,2021-06-02 15:00:49Z,1.1m
1883,SQL,Oracle r12 - Invoice Voucher Number and Invoice Sequence Number columns,"Would anyone know where can I find in Oracle tables Invoice Voucher Number (normally stored on the invoice header level in the payables module) and invoice sequence number?
I have searched far and ...",0,22 views,Adrian,2021-06-02 15:00:13Z,51
1884,SQL,Querying previous row of data if data is not available for today,"Context:
I am querying daily foreign exchange rate. Currently, we get the info via an API that only runs starting at a specific time of day. However, I would like to be able to show the exchange rate ...",1,38 views,Simon Darr,2021-06-02 14:59:21Z,"3,519"
1885,SQL,SQL stored procedure - how to optimize slow delete?,I've got a seemingly simple stored procedure that is taking too long to run (25 minutes on about 1 million records). I was wondering what I can do to speed it up. It's just deleting records in a given ...,0,40 views,marc_s,2021-06-02 14:55:22Z,676k
1886,SQL,Is there any way to shorten this SQL Query,"SELECT * FROM userfeedback WHERE
    DATE LIKE '2020-07%' OR
    DATE LIKE '2020-08%' OR
    DATE LIKE '2020-09%' OR
    DATE LIKE '2020-10%' OR
    DATE LIKE '2020-11%' OR
    DATE LIKE '2020-12%' OR
...",0,27 views,eshirvana,2021-06-02 14:43:35Z,10.9k
1887,SQL,SQLRPGLE. Is there something wrong with my SQL Query?,"Here is the SQL Query that I'm trying to run in my program. However I can't even compile it, I'm getting an error that's just telling me something is wrong in the query.
The error I get is ""...",1,38 views,Charles,2021-06-02 14:27:44Z,16.5k
1888,SQL,Redshift: Using DATE_TRUNC makes duplicated rows,"SELECT DATE_TRUNC('week', ""date"") as dates FROM dim_calendar dc WHERE ""date"" > '2019-01-01' AND ""date"" < CURRENT_DATE 
is creating duplicates.
Example of outcome ...",0,14 views,Sergey Geron,2021-06-02 14:25:07Z,"4,890"
1889,SQL,Customize ORDER BY in SQL,"I have customer name data like this:
column_name : Insan, Ir. Cahya, Drs. Setia

How can I do ORDER BY but the title (education title) is not included?
My expected output (in ascending order):
**Cahya,...",0,30 views,csalmhof,2021-06-02 14:20:58Z,605
1890,SQL,Cohort analysis – Data retrevial task (),"Cohort – Customers who registered in one week (e.g. week 19, ) or month (e.g. July)
Generate initial date from users_users table
Create SQL for

Weekly logins

Weekly operations
What I need to do is ...",0,44 views,Dziugito Bizox,2021-06-02 14:19:35Z,35
1891,SQL,Mysql order by field with given values which has NULL in between,"I'm trying to sort a query by given values like this:
ORDER BY FIELD(items.stock_id, 1, 5, NULL, 3, 6)
But it seems it doesn't work and null comes first or last depending on it being descending or not....",0,16 views,slaakso,2021-06-02 14:17:05Z,"6,550"
1892,SQL,correct php query gives a SYSNTAX ERROR wampserver 3.2.3 mysql [duplicate],"This code is just a example but i wanted it to run correctly. With mysqli_error() this error is displayed :"" You have an error in your SQL syntax; check the manual that corresponds to your MySQL ...",-3,30 views,sergio jauregui,2021-06-02 14:15:29Z,11
1893,SQL,Is there a better way to build a table using the same source table,This code works but I was wondering if there is a better way to do it? for each Select statement I am pulling from the same source and ultimately trying to move from a table with multiple rows (EAV ...,0,38 views,eshirvana,2021-06-02 14:12:40Z,10.9k
1894,SQL,Python: Insert data with for loop without timeout error,"I need to insert data by year batches but I'm getting

Error on %Server% ping: timed out. Connection was closed,
reconnecting.

And I don't know how long each insert will long.
I guess I should use ...",0,30 views,eshirvana,2021-06-02 14:11:42Z,10.9k
1895,SQL,How to use variable instead of query in MySQL command,"I am using the below command to get data from a database;
mysql --ssl -Ns -h {{ db_addr }} -t -u {{ db_user }} -p'{{ db_password }}' database_name -e ""'describe table22;'""

But now I am ...",-1,30 views,Vikk_King,2021-06-02 14:10:44Z,11
1896,SQL,How to get rows by max(date) group by Year-Month in Postgres?,"I am working on migrating a report from MySQL to Postgres and I am trying to get the latest records per each category group by Year and Month, in MySQL it looks like this:
 select Category,
        ...",0,48 views,Sidhu177,2021-06-02 13:57:39Z,75
1897,SQL,DB Query optimization steps for interview [closed],"I have been frequently facing the interview questions about How will you optimize the query, how will you say the query is slow, how will you analyze the query taking time. What is the best answer to ...",-2,31 views,Alireza Ahmadi,2021-06-02 13:52:31Z,526
1898,SQL,Split records based on timeline in 2 tables in SQL,"I have 2 tables, Say - Customer and Car with timeline for each record.
I have to consider Customer as a Driving table and Car as a lookup table and show all records from Customer table and matching ...",1,28 views,Vivek Singh,2021-06-02 13:48:19Z,31
1899,SQL,Comma Separated Job names are not pulling Job ID in for execution in While Loop but working fine when queried a single Job Name,"Below SQL Script is not able to fetch the Job ID due to some problem while running with comma separated values
Same is running fine if I query JOB ID one by one instead of comma separated
dROP TABLE #...",0,22 views,Larnu,2021-06-02 13:45:15Z,61.3k
1900,SQL,Get the selected value of dropdown list HTML/PHP/MYSQL [closed],"I'm working on a dropdown list form, who is connected to the database using this code :
<?php
$mysqli = NEW MySQLi ('localhost','root','root','pdodb');

$resultSet = $mysqli->query(""SELECT ...",-1,24 views,Alexandre19xx,2021-06-02 13:42:59Z,1
1901,SQL,"I am attempting to Validate user input before uploading to a database. I have linked my Validation and main code, but I keep receiving an error","ERROR: System.FormatException: 'Input string was not in a correct format.'
I am having the user input into a form, but before it is accepted it must be validated (starting with IsFilledIn()). I have ...",-2,20 views,Matt U,2021-06-02 13:40:13Z,"3,839"
1902,SQL,Where clause to include and exclude,"I have two tables where I am selecting values and then filtering them so that:

BookId would be 11 or 12
C.Id is not 5515, 7582, 7648
C.Id can be 5967 , but if D.part is equal to 8, then do not inlude ...",0,21 views,Dri372,2021-06-02 13:37:31Z,195
1903,SQL,Is it possible to use a an SQL query to find out whether a Mirth channel is disabled or not?,Is it possible to use a an SQL query to find out whether a Mirth channel is disabled or not?  I know it can be done via API calls but I am trying to use a purely database method.,3,28 views,Freiheit,2021-06-02 13:34:30Z,"7,417"
1904,SQL,postgres EXPLAIN ANALYSE results VS DataGrip results,"I see 2 duration results for the same query in Datagrip and with EXPLAIN ANALYSE:

DataGrip: 66ms
EXPLAIN ANALYSE: 0.056
What is the difference between them? Are they both specify milliseconds?",0,21 views,Vasilii Chernov,2021-06-02 13:33:44Z,607
1905,SQL,Prevent Context.Database.SqlQuery<> parameters from sending default instead of null,"I am using Context.Database.SqlQuery in my MVC EF project to do a query (not stored procedure) and have a couple of parameters that I want to be null.
But when it gets sent I changes the parameter ...",0,20 views,SubodhW,2021-06-02 13:31:58Z,121
1906,SQL,Ratio of aggregated values,"I have data of devices and its latitudes, longitudes all stored as varchar in PostgreSQL.
When my device isn't able to latch on to the GPS - the lat, long is stored in the table as '-1.0', '-1.0'.
...",0,25 views,d0little,2021-06-02 13:25:28Z,311
1907,SQL,Ambiguity result in SQL query,"There's a query -
select ID from table1; 

This gives result -

ID
101
102
103
104
When I use the query  -
select ID, 
    CASE WHEN (ID NOT IN (SELECT ID FROM TABLE1)) THEN '1' ELSE '0' END STATUS 
...",0,58 views,user15610190,2021-06-02 13:23:16Z,195
1908,SQL,ERROR 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax [closed],"I try to Database using Sql prompt with commande line mysql> CREATE DATABASE name_db but I get this error msg "" ERROR 1064 (42000): You have an error in your SQL syntax; check the manual that ...",0,21 views,Anna,2021-06-02 13:12:48Z,1
1909,SQL,SQL: Refactoring cohort analysis,"I'm trying to refactor this cohort analysis. As I'm really green at SQL (I know only the basics), and I have to complete it today, I really need some help. We don't have a SQL Developer in our team, ...",-1,17 views,SMor,2021-06-02 13:11:50Z,"2,117"
1910,SQL,How to get a new column with char data type from the existing int type in PostgreSQL,"I have a column X in Postgres with values 1, 2, 3 ...
How can I get a new column where these values get converted to one, two, three ...",1,24 views,Matheus Padovani,2021-06-02 13:10:25Z,11
1911,SQL,Calculate the number of users based on the below conditions by writing a single query SQL,There are two campaigns running campaign A and Campaign B and list of user ids participated in those two campaign is given below. Calculate the number of users based on the below conditions by writing ...,-1,21 views,Gordon Linoff,2021-06-02 13:05:39Z,1.1m
1912,SQL,How to create an SQL window function column per category in MySQL?,"I am using MySQL to create a window function per category in another column. I am thinking of maybe combining a pivot table with a window function, however, do not know how to do a pivot table with ...",0,13 views,Strawberry,2021-06-02 13:04:46Z,32.8k
1913,SQL,Combine codes so that results can display in one table,"I wonder how to combine these two into one so that I can have one table displaying both number of ""loves"" and ""hates"" together
select count(id) as number
from review 
where text ...",-1,35 views,Ali Abdullah,2021-06-02 13:01:52Z,9
1914,SQL,Oracle SQL or PL/SQL Validation on overlap number range on person age,"So at the moment I am developing application where I need to validate results based on the number range of person age. If the numbers overlap need to throw error.
Edit: Updating post as per @...",0,48 views,Barbaros Özhan,2021-06-02 13:01:17Z,39.2k
1915,SQL,Time consuming query to Skip First inserted record of Id list,"In postgressql I have a data with multiple articleId list on table. Whereever I query it should skip first inserted record of particular userID in specified list of articleID.
select * from (
  select ...",0,23 views,a_horse_with_no_name,2021-06-02 12:58:39Z,441k
1916,SQL,Pull values between two Characters SQL [closed],"I am trying to find a way to pull values between two characters in a string.
Example: This column has multiple values enclosed with #.
#1234#4567#3214#123456#4444# 

Sample Of the column

Sample of ...",-2,34 views,a_horse_with_no_name,2021-06-02 12:58:11Z,441k
1917,SQL,Why is Access requesting a parameter value when running SQL,"Select count([Customer Number])
From
(
    SELECT distinct [Customer Number] & [Membership Number], [Customer Number]
    FROM Data
    Where [Customer Number] = 2000004
)
group by [Customer ...",1,38 views,HansUp,2021-06-02 12:57:44Z,92.3k
1918,SQL,SSIS Package runs fine in VS2019 but it fails immediately when it is deployed in SSISDB on SQL 2019,"SSIS Package runs fine in VS2019 but it fails immediately when it is deployed in SSISDB on SQL 2019. This is the error I get , I am not sure where problem lies , pls. help.",0,14 views,Jayvee,2021-06-02 12:53:36Z,"8,883"
1919,SQL,Using multiple derived tables to hit indices,"For context, I'm using Apache Ignite.
I have a table that is growing pretty fast, much faster than most others. Importantly, it is joined in several other queries. We're starting to get slow query ...",0,33 views,zcourts,2021-06-02 12:45:09Z,"4,213"
1920,Tableau,How do i process data from multiple JSON files in Tableau to create a dashboard?,I have multiple JSON files containing data for mobile analytics. Each JSON file contains an array of multiple objects with different event types. Each event type would have a different set of fields (...,0,15 views,Anu,2021-06-04 03:59:54Z,43
1921,Tableau,generate serial number in decreasing order given a variable in tableau,"would like to find out the syntax in tableau, given column number, trying to generate rows for number in decreasing order down to 0.
Below is an example of what I'm trying to do
BEFORE
ID
NUMBER
A
4...",0,6 views,Anu,2021-06-04 03:38:30Z,43
1922,Tableau,Tableau Calculated Field to extract characters from an existing field,"I am trying to use a Tableau calculated field to extract the 5th - 8th (inclusion) character from an existing Tableau field. All of the ID numbers are as follows:
LWZ-2017-32498
I am trying to write a ...",0,6 views,Anu,2021-06-04 03:27:40Z,43
1923,Tableau,How to connect Tableau/BI tools to Delta Lake? (Without databricks),I am trying to migrate a Datawarehouse to Delta lake. One thing that I am struggling to figure out is how to connect to Delta Lake (silver and gold) tables outside a spark session. I want to able to ...,2,52 views,Vincent JOLIVET,2021-06-03 21:05:38Z,1
1924,Tableau,Tableau Inventory over Time,"I have a report that I'm trying to show in-process inventory changes over time.  I have a record with an ID, a Start Date and an End Date.  So for instance:
ID
Start Date
End Date
12345
1/15/2021
4/...",0,7 views,B Farley,2021-06-03 13:43:33Z,1
1925,Tableau,Couldn't connect to my Oracle database with Tableau Desktop,"I'm trying to use my oracle data in Tableau but I couldn't connect to my database. I'm using Oracle SID. Here the message error i get:

Erreur au niveau de la base de données Oracle (12541) : ORA-...",0,21 views,hibuu,2021-06-03 11:57:06Z,21
1926,Tableau,"BigQuery/Tableau Date Error: Invalid date: 'Feb 5, 2021'","I guess big query does not like the date format of my data, I was looking for ideas on how to convert it.
I'm using Tableau.
The Google BigQuery service was unable to compile the query.
Error Code: ...",0,11 views,Cylldby,2021-06-03 09:44:56Z,538
1927,Tableau,How to handle tableau alert in salesforce classic using Selenium C# NUnit framework,I am working on a project to automate salesforce CRM. I am automating test case where one of the page popups up with tableau popup or alert to enter credentials. This tableau is integrated as a third ...,0,8 views,hemant gandhi,2021-06-03 07:28:21Z,1
